User ID,Organization ID,Organization Type,Country,State,NGSS Status,Grade level,Sign up date,Activation date,Full Trial expiry date,Quote created?
9103362,345611,School,United States,Maryland,transitioning,2,2017-05-23,2017-05-23,2018-06-30,False
9106304,327574,School,United States,California,no,3,2017-05-23,2017-05-23,2018-06-30,False
9106748,327574,School,United States,California,yes,4,2017-05-23,2017-05-30,2018-06-30,False
9108204,31115,School,United States,California,yes,,2017-08-31,2017-09-10,2018-06-30,False
9108485,327574,School,United States,California,yes,1,2017-05-23,,,False
9108489,327574,School,United States,California,yes,"1, 2",2017-05-23,2017-05-23,2018-06-30,False
9108577,329975,School,United States,Washington,transitioning,3,2017-10-10,2017-10-10,2018-06-30,False
9110000,347806,School,United States,West Virginia,yes,4,2017-05-23,2017-05-23,2018-06-30,False
9110043,347806,School,United States,West Virginia,yes,3,2017-05-25,,,False
9110044,347806,School,United States,West Virginia,yes,"Pre, K, 1, 2, 3, 4",2017-05-25,,,False
9110179,347806,School,United States,West Virginia,yes,1,2017-05-23,2017-05-30,2018-06-30,False
9110244,347806,School,United States,West Virginia,yes,K,2017-05-23,2017-05-31,2018-06-30,False
9112521,327574,School,United States,California,yes,2,2017-05-23,2017-05-23,2018-06-30,False
9113138,330403,School,United States,Washington,transitioning,"K, 1, 2, 3, 4, 5",2017-05-23,2017-05-23,2018-06-30,False
9113173,387648,School,United States,Texas,no,5,2017-05-23,2017-08-20,2018-06-30,False
9113204,330403,School,United States,Washington,transitioning,"4, 5",2017-06-01,,,False
9113205,330403,School,United States,Washington,transitioning,"4, 5",2017-05-28,2017-08-01,2018-06-30,False
9113229,327574,School,United States,California,not sure,2,2017-05-23,2017-09-08,2018-06-30,False
9113969,335818,School,United States,New Jersey,yes,4,2017-05-23,2017-05-23,2018-06-30,False
9114091,335818,School,United States,New Jersey,transitioning,"4, 5",2017-05-23,,,False
9114092,335818,School,United States,New Jersey,transitioning,3,2017-05-24,2017-05-24,2018-06-30,False
9114093,335818,School,United States,New Jersey,yes,5,2017-05-23,2017-05-23,2018-06-30,False
9114094,335818,School,United States,New Jersey,transitioning,3,2017-05-24,2017-05-24,2018-06-30,False
9114095,335818,School,United States,New Jersey,yes,"K, 1, 2, 3, 4, 5",2017-05-23,,,False
9114865,335818,School,United States,New Jersey,yes,5,2017-05-23,2017-06-02,2018-06-30,False
9114874,335818,School,United States,New Jersey,yes,1,2017-05-24,2017-05-29,2018-06-30,False
9114879,335818,School,United States,New Jersey,yes,2,2017-05-24,2017-08-31,2018-06-30,False
9115307,439,School,United States,Texas,not sure,4,2017-05-23,2017-05-23,2018-06-30,False
9115342,346092,School,United States,Virginia,no,4,2017-05-23,,,False
9116193,11194,School,Thailand,Bangkok,not sure,4,2017-05-23,2017-05-23,2018-06-30,False
9116478,361581,School,United States,Ohio,no,3,2017-05-23,2017-05-29,2018-06-30,False
9118346,391174,School,United States,Idaho,not sure,4,2017-05-23,2017-05-31,2018-06-30,False
9119094,26388,School,Canada,Alberta,not sure,"Pre, K, 1, 2, 3, 4, 5, Upper",2017-05-23,2017-05-23,2018-06-30,False
9119935,393834,School,United States,New Mexico,transitioning,"3, 4",2017-05-23,2017-05-23,2018-06-30,False
9119983,393834,School,United States,New Mexico,no,1,2017-05-25,2018-01-29,2018-06-30,False
9119985,393834,School,United States,New Mexico,no,"1, 2",2017-05-25,2017-05-25,2018-06-30,False
9119986,393834,School,United States,New Mexico,no,K,2017-05-24,2017-06-06,2018-06-30,False
9127612,26402,School,Vietnam,Ho Chi Minh City,not sure,2,2017-05-24,,,False
9131459,335818,School,United States,New Jersey,yes,3,2017-05-29,2018-01-24,2018-06-30,False
9131465,335818,School,United States,New Jersey,yes,3,2017-05-24,2017-08-02,2018-06-30,False
9136740,393834,School,United States,New Mexico,transitioning,4,2017-05-24,2017-05-24,2018-06-30,False
9136874,393834,School,United States,New Mexico,no,2,2017-05-24,,,False
9136998,393834,School,United States,New Mexico,no,K,2017-05-24,2017-05-31,2018-06-30,False
9140813,396106,School,United States,California,yes,"4, 5",2017-05-24,,,False
9148110,397251,School,United States,California,yes,K,2017-05-24,,,False
9148998,3280,School,United States,California,transitioning,3,2017-05-24,2017-05-24,2018-06-30,False
9166571,335628,School,United States,New Jersey,transitioning,1,2017-05-25,2017-05-25,2018-06-30,False
9167415,326141,School,United States,California,transitioning,4,2017-05-25,,,False
9167490,393834,School,United States,New Mexico,no,1,2017-05-25,2017-05-25,2018-06-30,False
9183509,346605,School,United States,Virginia,not sure,2,2017-05-26,,,False
9207013,17194,School,United States,California,yes,K,2017-05-26,2017-06-04,2018-06-30,False
9227225,16687,School,United States,Texas,not sure,"3, 4",2017-05-27,2017-05-27,2018-06-30,False
9245749,395230,School,United States,California,transitioning,4,2017-05-28,,,False
9247771,25368,School,Northern Mariana Islands,Saipan,yes,2,2017-05-29,2017-11-10,2018-06-30,False
9256187,331991,School,United States,Massachusetts,transitioning,1,2017-05-29,2017-05-29,2018-06-30,False
9256592,327574,School,United States,California,no,K,2017-05-29,2017-05-29,2018-06-30,False
9263032,331991,School,United States,Massachusetts,not sure,1,2017-05-30,2017-05-30,2018-06-30,False
9263035,331991,School,United States,Massachusetts,not sure,1,2017-05-29,2017-09-28,2018-06-30,False
9263459,330796,School,United States,Washington,yes,5,2017-08-16,2017-08-16,2018-06-30,False
9270680,368116,School,United States,Iowa,yes,3,2017-12-07,2017-12-07,2018-06-30,False
9274635,367004,School,United States,Michigan,transitioning,4,2017-05-30,2017-05-30,2018-06-30,False
9274697,367004,School,United States,Michigan,transitioning,4,2017-05-30,2017-05-30,2018-06-30,False
9274698,367004,School,United States,Michigan,transitioning,4,2017-05-30,2017-05-30,2018-06-30,False
9274699,367004,School,United States,Michigan,transitioning,4,2017-05-30,2017-05-30,2018-06-30,False
9274701,367004,School,United States,Michigan,transitioning,4,2017-05-30,2017-05-30,2018-06-30,False
9274702,367004,School,United States,Michigan,transitioning,4,2017-05-30,2017-05-30,2018-06-30,False
9274810,367004,School,United States,Michigan,transitioning,5,2017-05-30,2017-05-30,2018-06-30,False
9274811,367004,School,United States,Michigan,transitioning,4,2017-05-30,2017-05-30,2018-06-30,False
9274904,367004,School,United States,Michigan,transitioning,4,2017-05-30,,,False
9275165,367004,School,United States,Michigan,transitioning,4,2017-05-30,2017-05-30,2018-06-30,False
9275348,367004,School,United States,Michigan,not sure,5,2017-05-30,,,False
9275350,367004,School,United States,Michigan,transitioning,5,2017-05-30,2017-06-04,2018-06-30,False
9277162,2467,School,United States,New Hampshire,yes,5,2017-05-30,2017-05-30,2018-06-30,False
9277246,367004,School,United States,Michigan,no,"1, 2, 3, 4, 5",2017-05-30,2017-05-30,2018-06-30,False
9277315,367004,School,United States,Michigan,yes,"4, 5",2017-05-30,2017-05-30,2018-06-30,False
9277630,367004,School,United States,Michigan,not sure,4,2017-05-30,,,False
9277631,367004,School,United States,Michigan,not sure,5,2017-05-30,,,False
9279299,331991,School,United States,Massachusetts,yes,3,2017-05-30,2017-05-30,2018-06-30,False
9279660,331991,School,United States,Massachusetts,yes,3,2017-05-30,2017-06-05,2018-06-30,False
9279663,331991,School,United States,Massachusetts,yes,3,2017-06-06,2017-06-12,2018-06-30,False
9281847,396411,School,United States,California,yes,"4, 5",2017-07-24,2017-07-24,2018-06-30,False
9284021,395324,School,United States,California,yes,3,2017-05-30,2017-05-30,2018-06-30,False
9284022,395324,School,United States,California,transitioning,"2, 3",2017-05-30,2017-10-25,2018-06-30,False
9284023,395324,School,United States,California,transitioning,K,2017-06-05,2017-10-29,2018-06-30,False
9286102,24588,School,United States,Hawaii,not sure,Upper,2017-05-30,,,False
9287346,26590,School,United States,California,not sure,K,2017-05-31,2017-07-29,2018-06-30,False
9287873,395324,School,United States,California,transitioning,5,2017-06-01,,,False
9287874,395324,School,United States,California,transitioning,K,2017-05-31,2017-05-31,2018-06-30,False
9295623,11194,School,Thailand,Bangkok,no,1,2017-05-31,2017-05-31,2018-06-30,False
9295996,352209,School,United States,Georgia,not sure,"K, 1, 2, 3, 4, 5",2017-05-31,2017-08-18,2018-06-30,False
9299727,329810,School,United States,Washington,transitioning,"1, 2",2017-06-05,2017-06-05,2018-06-30,False
9300504,331991,School,United States,Massachusetts,transitioning,"3, 4",2017-05-31,2017-05-31,2018-06-30,False
9303068,332197,School,United States,Massachusetts,not sure,3,2017-05-31,2017-05-31,2018-06-30,False
9303285,327386,School,United States,California,yes,4,2017-05-31,2017-05-31,2018-06-30,False
9319155,331991,School,United States,Massachusetts,not sure,2,2017-06-01,2017-06-12,2018-06-30,False
9325447,394838,School,United States,Nevada,yes,3,2017-06-01,2017-06-01,2018-06-30,False
9325493,394838,School,United States,Nevada,yes,3,2017-06-05,2017-08-21,2018-06-30,False
9325496,394838,School,United States,Nevada,yes,1,2017-06-01,2017-06-01,2018-06-30,False
9325498,394838,School,United States,Nevada,yes,2,2017-06-01,,,False
9325587,394838,School,United States,Nevada,not sure,2,2017-06-01,2017-06-01,2018-06-30,False
9325594,394838,School,United States,Nevada,yes,1,2017-06-02,2017-06-24,2018-06-30,False
9325886,394838,School,United States,Nevada,yes,3,2017-06-01,2017-09-13,2018-06-30,False
9326620,393427,School,United States,Arizona,transitioning,2,2017-06-01,2017-06-01,2018-06-30,False
9326827,393427,School,United States,Arizona,not sure,2,2017-06-01,2017-06-01,2018-06-30,False
9327210,393427,School,United States,Arizona,not sure,1,2017-06-08,,,False
9327211,393427,School,United States,Arizona,no,1,2017-07-06,2017-07-06,2018-06-30,False
9327212,393427,School,United States,Arizona,no,1,2017-06-01,,,False
9328096,394838,School,United States,Nevada,yes,Upper,2017-06-02,,,False
9329625,26661,School,United States,Michigan,not sure,"K, 1, 2, 3, 4",2017-06-01,2017-06-01,2018-06-30,False
9331979,373230,School,United States,Illinois,yes,5,2017-06-01,2017-06-01,2018-06-30,False
9341995,326952,School,United States,California,not sure,"4, 5",2017-06-02,2017-06-30,2018-06-30,False
9343910,3444,School,United States,Georgia,transitioning,"K, 1, 2",2017-06-02,2017-06-02,2018-06-30,False
9345233,339759,School,United States,New York,yes,"K, 1, 2, 3, 4, 5",2017-06-02,2017-09-08,2018-06-30,False
9349259,397955,School,United States,California,yes,4,2017-06-26,2017-07-02,2018-06-30,False
9349352,369400,School,United States,Wisconsin,not sure,"K, 1, 2, 3, 4, 5",2017-06-02,2017-06-02,2018-06-30,False
9352735,326036,School,United States,California,yes,2,2017-06-02,2017-06-02,2018-06-30,False
9352859,353135,School,United States,Florida,yes,5,2017-06-02,2017-07-27,2018-06-30,False
9353569,382428,School,United States,Oklahoma,no,3,2017-06-02,2017-06-02,2018-06-30,False
9353620,382428,School,United States,Oklahoma,not sure,,2017-06-12,2017-09-25,2018-06-30,False
9354018,382428,School,United States,Oklahoma,not sure,"4, 5",2017-06-02,,,False
9355005,325421,School,United States,California,no,4,2017-06-02,2017-06-11,2018-06-30,False
9361428,346310,School,United States,Virginia,not sure,5,2017-06-03,2017-08-08,2018-06-30,False
9361519,346310,School,United States,Virginia,yes,"5, Upper",2017-06-03,2017-06-03,2018-06-30,False
9361566,346310,School,United States,Virginia,no,3,2017-06-04,2017-06-04,2018-06-30,False
9361645,346310,School,United States,Virginia,no,2,2017-06-04,2017-06-04,2018-06-30,False
9361648,346310,School,United States,Virginia,no,1,2017-06-03,,,False
9362242,356231,School,United States,Florida,yes,1,2017-06-03,2017-06-03,2018-06-30,False
9362269,356231,School,United States,Florida,yes,5,2017-06-04,2017-06-04,2018-06-30,False
9362270,356231,School,United States,Florida,not sure,2,2017-06-03,,,False
9362272,356231,School,United States,Florida,yes,1,2017-06-05,2017-06-05,2018-06-30,False
9362399,356231,School,United States,Florida,yes,2,2017-06-25,,,False
9362721,346310,School,United States,Virginia,no,5,2017-06-03,,,False
9368521,356231,School,United States,Florida,not sure,2,2017-06-03,2018-02-26,2018-06-30,False
9378650,345082,School,United States,Maryland,not sure,Upper,2017-06-04,2017-06-04,2018-06-30,False
9385510,26724,School,United States,New York,transitioning,Upper,2017-06-04,2017-06-04,2018-06-30,False
9385838,26724,School,United States,New York,transitioning,Upper,2017-06-05,,,False
9385839,26724,School,United States,New York,transitioning,Upper,2017-06-04,,,False
9387573,323884,School,United States,California,transitioning,4,2017-06-04,2017-06-11,2018-06-30,False
9389527,391560,School,United States,Idaho,yes,3,2017-06-04,2017-06-04,2018-06-30,False
9393895,26755,School,United States,Colorado,no,3,2017-06-06,,,False
9395045,356231,School,United States,Florida,no,"K, 1, 2, 3, 4, 5",2017-06-07,,,False
9395933,26755,School,United States,Colorado,transitioning,4,2017-06-06,2017-06-11,2018-06-30,False
9400176,356231,School,United States,Florida,yes,1,2017-06-06,2017-06-06,2018-06-30,False
9400177,356231,School,United States,Florida,no,5,2017-06-04,,,False
9400178,356231,School,United States,Florida,yes,3,2017-06-05,,,False
9400179,356231,School,United States,Florida,yes,"3, 4, 5",2017-06-05,2017-06-05,2018-06-30,False
9409340,356231,School,United States,Florida,no,1,2017-06-06,2017-08-16,2018-06-30,False
9409341,356231,School,United States,Florida,no,1,2017-06-05,,,False
9409475,346310,School,United States,Virginia,no,K,2017-06-05,,,False
9410925,382910,School,United States,Oklahoma,not sure,2,2017-06-06,,,False
9412027,2867,School,United States,Illinois,yes,5,2017-06-05,2017-06-05,2018-06-30,False
9412106,2867,School,United States,Illinois,yes,5,2017-06-05,2017-06-05,2018-06-30,False
9413784,329810,School,United States,Washington,not sure,K,2017-06-05,2017-09-20,2018-06-30,False
9413786,329810,School,United States,Washington,no,"2, 3, 4",2017-06-05,2017-11-16,2018-06-30,False
9413787,329810,School,United States,Washington,no,5,2017-06-05,2017-09-08,2018-06-30,False
9413788,329810,School,United States,Washington,transitioning,Upper,2017-06-05,,,False
9413913,348694,School,United States,North Carolina,not sure,5,2017-06-05,2017-06-05,2018-06-30,False
9415155,348694,School,United States,North Carolina,no,3,2017-09-16,2017-09-16,2018-06-30,False
9415156,348694,School,United States,North Carolina,no,2,2017-06-05,,,False
9415158,348694,School,United States,North Carolina,no,K,2017-06-05,,,False
9415159,348694,School,United States,North Carolina,yes,2,2017-06-05,,,False
9415161,348694,School,United States,North Carolina,no,1,2017-06-05,,,False
9415162,348694,School,United States,North Carolina,yes,4,2017-06-05,2017-06-05,2018-06-30,False
9415322,26755,School,United States,Colorado,not sure,K,2017-06-11,2017-06-18,2018-06-30,False
9415326,26755,School,United States,Colorado,yes,2,2017-06-05,2018-01-09,2018-06-30,False
9415327,26755,School,United States,Colorado,no,2,2017-06-05,2017-10-06,2018-06-30,False
9415419,26755,School,United States,Colorado,not sure,5,2017-06-09,,,False
9416317,26755,School,United States,Colorado,no,1,2017-06-05,2017-08-21,2018-06-30,False
9417559,356231,School,United States,Florida,yes,3,2017-06-05,,,False
9417560,356231,School,United States,Florida,not sure,4,2017-06-05,,,False
9417783,26760,School,United States,California,yes,"4, 5",2017-06-05,,,False
9418122,324502,School,United States,California,transitioning,Upper,2017-06-05,2017-06-05,2018-06-30,False
9418225,324502,School,United States,California,yes,Upper,2017-06-20,,,False
9419413,352644,School,United States,Georgia,transitioning,4,2017-08-08,2017-08-08,2018-06-30,False
9419496,381781,School,United States,Arkansas,yes,"Pre, K, 1, 2, 3, 4, 5, Upper",2017-06-05,2017-06-05,2018-06-30,False
9419662,381781,School,United States,Arkansas,transitioning,"1, 2, 3, 4, 5",2017-08-15,2017-08-15,2018-06-30,False
9419667,381781,School,United States,Arkansas,yes,Upper,2017-08-15,,,False
9419917,346310,School,United States,Virginia,no,2,2017-06-05,,,False
9420327,332197,School,United States,Massachusetts,yes,5,2017-06-05,2017-06-05,2018-06-30,False
9421586,345611,School,United States,Maryland,yes,1,2017-06-05,2017-06-05,2018-06-30,False
9422102,345082,School,United States,Maryland,not sure,Upper,2017-06-05,2017-06-05,2018-06-30,False
9425989,26755,School,United States,Colorado,no,3,2017-06-13,2017-06-13,2018-06-30,False
9427459,329810,School,United States,Washington,not sure,"K, 1, 2, 3, 4, 5, Upper",2017-06-06,2017-06-06,2018-06-30,False
9429542,328638,School,United States,Oregon,yes,2,2017-06-05,2017-06-05,2018-06-30,False
9429645,352279,School,United States,Georgia,not sure,4,2017-06-05,2017-10-28,2018-06-30,False
9430767,345535,School,United States,Maryland,yes,3,2017-06-05,,,False
9434863,26781,School,Italy,Liguria,not sure,Upper,2017-06-06,2017-06-06,2018-06-30,False
9441566,336849,School,United States,New Jersey,,3,,,,False
9447894,329810,School,United States,Washington,transitioning,3,2017-06-12,2017-06-19,2018-06-30,False
9448324,332197,School,United States,Massachusetts,not sure,5,2017-06-06,2017-06-06,2018-06-30,False
9449612,346413,School,United States,Virginia,not sure,"K, 1, 2",2017-06-06,2017-10-15,2018-06-30,False
9453207,379955,School,United States,Nebraska,transitioning,5,2017-06-06,2017-06-06,2018-06-30,False
9453230,379955,School,United States,Nebraska,no,2,2017-06-06,2017-06-06,2018-06-30,False
9453234,379955,School,United States,Nebraska,not sure,1,2017-06-06,2017-06-06,2018-06-30,False
9453239,379955,School,United States,Nebraska,transitioning,5,2017-06-06,2017-06-06,2018-06-30,False
9453327,379955,School,United States,Nebraska,no,1,2017-06-07,2017-08-16,2018-06-30,False
9453440,379955,School,United States,Nebraska,not sure,5,2017-06-11,2017-06-11,2018-06-30,False
9472095,360208,School,United States,Kentucky,yes,3,2017-06-07,2017-06-23,2018-06-30,False
9472211,379955,School,United States,Nebraska,transitioning,1,2017-06-07,2017-08-17,2018-06-30,False
9472238,379955,School,United States,Nebraska,not sure,3,2017-06-07,,,False
9472894,328638,School,United States,Oregon,transitioning,3,2017-06-07,2017-09-24,2018-06-30,False
9476304,369400,School,United States,Wisconsin,transitioning,5,2017-06-07,2017-06-07,2018-06-30,False
9478305,24945,School,United States,California,yes,Upper,2017-06-07,2017-06-07,2018-06-30,False
9478566,24294,School,United States,Florida,not sure,3,2017-06-07,2017-06-07,2018-06-30,False
9478622,24294,School,United States,Florida,not sure,"K, 1",2017-06-07,,,False
9480081,391421,School,United States,Idaho,yes,2,2017-06-07,2017-06-07,2018-06-30,True
9481582,391421,School,United States,Idaho,no,1,2017-06-07,,,False
9481585,391421,School,United States,Idaho,yes,1,2017-06-08,,,False
9481586,391421,School,United States,Idaho,no,4,2017-06-08,2017-06-13,2018-06-30,False
9481587,391421,School,United States,Idaho,no,3,2017-06-08,2017-06-08,2018-06-30,False
9481589,391421,School,United States,Idaho,yes,5,2017-06-08,2017-06-08,2018-06-30,False
9481590,391421,School,United States,Idaho,not sure,4,2017-06-09,2017-06-09,2018-06-30,False
9481720,326141,School,United States,California,transitioning,"2, 3, 4",2017-06-08,2017-06-08,2018-06-30,False
9481723,326141,School,United States,California,transitioning,Upper,2017-06-07,2017-07-24,2018-06-30,False
9485130,348694,School,United States,North Carolina,no,4,2017-09-16,,,False
9494908,391421,School,United States,Idaho,no,3,2017-06-09,2017-08-11,2018-06-30,False
9494909,391421,School,United States,Idaho,yes,Upper,2017-06-08,2017-06-08,2018-06-30,False
9494910,391421,School,United States,Idaho,not sure,3,2017-06-08,2017-06-23,2018-06-30,False
9497603,371587,School,United States,Minnesota,not sure,"K, 1",2017-06-11,2017-09-08,2018-06-30,False
9502174,345082,School,United States,Maryland,not sure,"K, Upper",2017-06-08,2017-06-08,2018-06-30,False
9503501,360208,School,United States,Kentucky,yes,4,2017-06-22,2017-06-22,2018-06-30,False
9503927,377687,School,United States,Missouri,yes,3,2017-09-27,2017-09-27,2018-06-30,False
9507419,391421,School,United States,Idaho,not sure,2,2017-06-08,2017-08-15,2018-06-30,False
9508811,391421,School,United States,Idaho,not sure,"K, 1, 2, 3, 4, 5, Upper",2017-06-10,2017-06-10,2018-06-30,False
9519925,360208,School,United States,Kentucky,yes,5,2017-06-28,2017-06-28,2018-06-30,False
9523082,1580,School,United States,California,yes,4,2017-06-09,2017-06-09,2018-06-30,False
9532013,391421,School,United States,Idaho,not sure,2,2017-06-13,,,False
9545665,2832,School,United States,Florida,yes,3,2017-06-10,2017-06-10,2018-06-30,False
9545819,2832,School,United States,Florida,yes,1,2017-08-31,,,False
9549789,397597,School,United States,California,transitioning,"Pre, K, 3",2017-06-22,2017-10-18,2018-06-30,False
9562712,2832,School,United States,Florida,yes,K,2017-06-11,2017-06-11,2018-06-30,False
9562713,2832,School,United States,Florida,transitioning,"Pre, K, 1, 2, 3, 4, 5",2017-06-11,,,False
9562714,2832,School,United States,Florida,yes,K,2017-06-13,2017-06-19,2018-06-30,False
9563632,2832,School,United States,Florida,not sure,"K, 1, 2, 3",2017-06-13,2017-06-18,2018-06-30,False
9563859,374205,School,United States,Illinois,transitioning,5,2017-06-11,2017-06-11,2018-06-30,False
9563902,374205,School,United States,Illinois,transitioning,"K, 1",2017-06-13,,,False
9563903,374205,School,United States,Illinois,transitioning,"5, Upper",2017-06-14,2017-06-19,2018-06-30,False
9563905,374205,School,United States,Illinois,transitioning,4,2017-06-11,2017-06-25,2018-06-30,False
9563906,374205,School,United States,Illinois,not sure,5,2017-06-11,,,False
9563907,374205,School,United States,Illinois,transitioning,2,2017-06-15,2017-06-28,2018-06-30,False
9563909,374205,School,United States,Illinois,transitioning,3,2017-06-11,,,False
9563910,374205,School,United States,Illinois,transitioning,1,2017-06-14,2017-06-20,2018-06-30,False
9571885,327829,School,United States,California,yes,4,2017-06-11,2017-06-18,2018-06-30,False
9585852,350171,School,United States,South Carolina,no,3,2017-06-12,2017-08-15,2018-06-30,False
9587559,383502,School,United States,Texas,no,3,2017-06-12,2017-06-12,2018-06-30,False
9587662,383502,School,United States,Texas,transitioning,2,2017-06-12,2017-06-12,2018-06-30,False
9587666,383502,School,United States,Texas,yes,K,2017-06-12,,,False
9587668,383502,School,United States,Texas,not sure,K,2017-06-12,2017-06-12,2018-06-30,False
9587669,383502,School,United States,Texas,not sure,2,2017-06-12,2017-06-12,2018-06-30,False
9587670,383502,School,United States,Texas,not sure,3,2017-06-14,2017-06-14,2018-06-30,False
9587671,383502,School,United States,Texas,not sure,2,2017-06-13,2017-11-05,2018-06-30,False
9587675,383502,School,United States,Texas,not sure,3,2017-06-13,,,False
9587800,383502,School,United States,Texas,no,K,2017-06-12,,,False
9587801,383502,School,United States,Texas,not sure,5,2017-06-13,2017-06-13,2018-06-30,False
9587802,383502,School,United States,Texas,not sure,K,2017-06-12,,,False
9589527,23359,School,United States,New Jersey,yes,"5, Upper",2017-06-12,,,False
9595047,27014,School,United States,Texas,yes,2,2017-06-12,2017-06-19,2018-06-30,False
9595364,394438,School,United States,New Mexico,transitioning,3,2017-06-12,,,False
9603868,327360,School,United States,California,no,2,2017-06-13,,,False
9608813,396648,School,United States,California,transitioning,3,2017-06-12,2017-06-20,2018-06-30,False
9609055,379267,School,United States,Kansas,yes,5,2017-06-12,2017-06-12,2018-06-30,False
9619251,396648,School,United States,California,yes,3,2017-06-13,2017-06-27,2018-06-30,False
9620343,27042,School,United States,New Jersey,not sure,"2, 3, 4, 5",2017-06-13,2017-06-13,2018-06-30,False
9620421,27042,School,United States,New Jersey,not sure,Upper,2017-06-13,2017-06-13,2018-06-30,False
9627278,345686,School,United States,Maryland,not sure,4,2017-06-13,,,False
9631815,325963,School,United States,California,yes,5,2017-06-13,2017-06-13,2018-06-30,False
9631910,325963,School,United States,California,transitioning,2,2017-06-14,,,False
9631911,325963,School,United States,California,transitioning,Upper,2017-06-13,,,False
9631912,325963,School,United States,California,transitioning,K,2017-06-14,,,False
9631913,325963,School,United States,California,transitioning,3,2017-06-14,2018-02-25,2018-06-30,False
9631914,325963,School,United States,California,yes,4,2017-06-13,,,False
9631916,325963,School,United States,California,transitioning,"K, 1, 2, 3, 4, 5, Upper",2017-06-14,,,False
9631920,325963,School,United States,California,not sure,"K, 1, 2, 3, 4, 5, Upper",2017-06-16,2017-08-02,2018-06-30,False
9631922,325963,School,United States,California,no,"Pre, K, 1, 2, 3, 4, 5, Upper",2017-06-13,,,False
9631924,325963,School,United States,California,transitioning,Upper,2017-06-13,,,False
9631925,325963,School,United States,California,not sure,"Pre, K, 1, 2, 3, 4, 5, Upper",2017-06-13,2017-11-04,2018-06-30,False
9632648,325949,School,United States,California,yes,Upper,2017-06-14,,,False
9645285,372520,School,United States,North Dakota,no,Upper,2017-06-19,,,False
9658950,391908,School,United States,Utah,yes,3,2017-06-14,2018-02-12,2018-06-30,False
9665123,368881,School,United States,Wisconsin,no,3,2017-06-15,2017-06-15,2018-06-30,False
9665206,368881,School,United States,Wisconsin,no,2,2017-06-15,,,False
9665207,368881,School,United States,Wisconsin,no,"K, 1",2017-06-15,2017-08-18,2018-06-30,False
9665209,368881,School,United States,Wisconsin,no,2,2017-06-15,,,False
9665211,368881,School,United States,Wisconsin,no,2,2017-06-21,2017-06-21,2018-06-30,False
9665212,368881,School,United States,Wisconsin,no,2,2017-07-15,,,False
9665214,368881,School,United States,Wisconsin,no,2,2017-06-20,,,False
9665544,368881,School,United States,Wisconsin,not sure,3,2017-06-15,2017-08-03,2018-06-30,False
9665553,16899,School,United States,Illinois,not sure,5,2017-06-15,2017-09-08,2018-06-30,False
9668331,13672,School,United States,California,no,"K, 1",2017-06-15,2017-09-08,2018-06-30,False
9669000,333796,School,United States,Maine,transitioning,1,2017-06-15,2018-02-14,2018-06-30,False
9670678,382428,School,United States,Oklahoma,yes,K,2017-06-19,2017-06-19,2018-06-30,False
9670679,382428,School,United States,Oklahoma,no,2,2017-06-16,2017-06-16,2018-06-30,False
9670860,345686,School,United States,Maryland,yes,4,2017-06-15,2017-09-28,2018-06-30,False
9685511,387497,School,United States,Texas,no,3,2017-06-16,2017-06-16,2018-06-30,False
9685834,387497,School,United States,Texas,no,5,2017-06-21,2017-06-21,2018-06-30,False
9685835,387497,School,United States,Texas,not sure,3,2017-06-16,2017-06-16,2018-06-30,False
9686329,395541,School,United States,California,transitioning,"Pre, K, 1, 2, 3, 4, 5",2017-06-16,2017-06-16,2018-06-30,False
9686342,395541,School,United States,California,transitioning,"Pre, K, 1, 2, 3, 4, 5, Upper",2017-06-16,,,False
9686435,395541,School,United States,California,no,1,2017-06-20,2017-08-08,2018-06-30,False
9686436,395541,School,United States,California,transitioning,2,2017-10-25,2017-10-25,2018-06-30,False
9689165,345686,School,United States,Maryland,transitioning,5,2017-06-16,,,False
9690158,323944,School,United States,California,transitioning,4,2017-06-16,2017-06-16,2018-06-30,False
9690218,323944,School,United States,California,transitioning,Upper,2017-06-17,,,False
9690219,323944,School,United States,California,transitioning,Upper,2017-06-17,2017-06-20,2018-06-30,False
9693443,387497,School,United States,Texas,no,K,2017-06-19,2017-08-18,2018-06-30,False
9693446,387497,School,United States,Texas,not sure,5,2017-06-18,,,False
9727986,387497,School,United States,Texas,not sure,1,2017-10-27,,,False
9742516,387497,School,United States,Texas,no,1,2017-06-19,,,False
9751459,387497,School,United States,Texas,no,1,2017-06-19,,,False
9753515,382428,School,United States,Oklahoma,no,K,2017-06-19,,,False
9753516,382428,School,United States,Oklahoma,not sure,K,2017-06-19,,,False
9754719,387497,School,United States,Texas,no,1,2017-06-19,,,False
9756108,387497,School,United States,Texas,not sure,1,2017-06-19,,,False
9757469,352677,School,United States,Georgia,no,K,2017-06-23,2017-06-23,2018-06-30,False
9757470,352677,School,United States,Georgia,transitioning,K,2017-06-23,2017-06-23,2018-06-30,False
9763554,387497,School,United States,Texas,no,1,2017-06-19,,,False
9771929,2467,School,United States,New Hampshire,yes,5,2017-06-21,2017-06-21,2018-06-30,False
9773527,352677,School,United States,Georgia,no,K,2017-06-24,,,False
9774692,377669,School,United States,Missouri,yes,K,2017-06-20,2017-07-28,2018-06-30,False
9779980,392482,School,United States,Arizona,not sure,2,2017-06-20,2017-06-26,2018-06-30,False
9780336,377113,School,United States,Missouri,transitioning,3,2017-06-20,2017-06-20,2018-06-30,False
